gene_name,interaction_types,drug_claim_primary_name,interaction_group_score,TARGET_NAME,TARGET_CLASS,ACT_VALUE,drug_approved,drug_avr_mass,drug_predicted_logp,drug_rule_of_five,drug_nr_targets,drug_nr_enzymes,drug_nr_carriers,drug_nr_transporters,POLAR_SURFACE_AREA,ROTATABLE_BOND_COUNT,HYDROGEN_BOND_DONORS,HYDROGEN_BOND_ACCEPTORS,RING_COUNT,ATOM_COUNT,CHIRAL_CENTER_COUNT
ADORA3,agonist,adenosine,1.35,Adenosine receptor A3,GPCR,6.54,True,267.2413,-2.0909638716666668,True,4,2,0,1,139.54,2,4,9,3,32,4.0
ADORA1,agonist,adenosine,0.82,Adenosine receptor A1,GPCR,6.5086,True,267.2413,-2.0909638716666668,True,4,2,0,1,139.54,2,4,9,3,32,4.0
ADORA2B,agonist,adenosine,1.46,Adenosine receptor A2b,GPCR,4.6198,True,267.2413,-2.0909638716666668,True,4,2,0,1,139.54,2,4,9,3,32,4.0
ADORA2A,agonist,adenosine,0.96,Adenosine receptor A2a,GPCR,6.1549,True,267.2413,-2.0909638716666668,True,4,2,0,1,139.54,2,4,9,3,32,4.0
PI4K2A,inhibitor,adenosine,5.16,Phosphatidylinositol 4-kinase type 2-alpha,Kinase,5.0,True,267.2413,-2.0909638716666668,True,4,2,0,1,139.54,2,4,9,3,32,4.0
PI4K2B,inhibitor,adenosine,2.58,Phosphatidylinositol 4-kinase type 2-beta,Kinase,5.0,True,267.2413,-2.0909638716666668,True,4,2,0,1,139.54,2,4,9,3,32,4.0
F2R,antagonist,vorapaxar,5.57,Proteinase-activated receptor 1,GPCR,8.09151458740234,True,492.5817,5.036946574,False,1,2,0,1,77.52,5,1,5,5,69,7.0
SLC5A1,inhibitor,empagliflozin,1.46,Sodium/glucose cotransporter 1,Transporter,5.0809221267700195,True,450.91,1.6553187060000008,True,1,4,0,5,108.61,6,4,7,4,58,6.0
SLC5A2,inhibitor,empagliflozin,6.31,Sodium/glucose cotransporter 2,Transporter,7.24412536621094,True,450.91,1.6553187060000008,True,1,4,0,5,108.61,6,4,7,4,58,6.0
PPARD,agonist,bezafibrate,0.17,Peroxisome proliferator-activated receptor delta,Receptor,4.45,True,361.819,3.9865833456666673,True,7,3,0,1,75.63,7,2,3,2,45,0.0
PPARG,agonist,bezafibrate,0.09,Peroxisome proliferator-activated receptor gamma,Receptor,4.1778,True,361.819,3.9865833456666673,True,7,3,0,1,75.63,7,2,3,2,45,0.0
ESR1,other,tibolone,0.23,Estrogen receptor,Receptor,6.907279355,True,312.453,3.100844062666668,True,1,4,0,0,37.3,0,1,2,4,51,6.0
CACNA2D1,other,gabapentin enacarbil,0.21,Voltage-dependent calcium channel subunit alpha-2/delta-1,Ion channel,7.192569376253709,True,329.39300000000014,2.7634692416666664,True,2,0,0,2,101.93,7,2,5,1,50,1.0
PTGS1,inhibitor,lumiracoxib,0.62,Prostaglandin G/H synthase 1,Enzyme,8.15,True,293.721,4.311087882666666,True,2,4,0,0,49.33,4,2,2,2,33,0.0
ADRB1,antagonist,levobetaxolol,0.68,Beta-1 adrenergic receptor,GPCR,9.1,True,307.434,2.539234387333333,True,1,1,0,0,50.72,10,2,4,2,51,1.0
ADRB2,antagonist,levobetaxolol,0.17,Beta-2 adrenergic receptor,GPCR,7.49,True,307.434,2.539234387333333,True,1,1,0,0,50.72,10,2,4,2,51,1.0
ADRA1A,agonist,midodrine,0.24,Alpha-1A adrenergic receptor,GPCR,7.192569376253709,True,254.2823,-0.951946461,True,3,1,0,1,93.81,6,3,5,1,36,1.0
TBXAS1,inhibitor,ozagrel,9.47,Thromboxane-A synthase,Enzyme,7.96,False,228.25099999999998,1.1854363679880655,True,0,0,0,0,55.12,4,1,3,2,29,0.0
CYSLTR2,antagonist,pranlukast,1.01,Cysteinyl leukotriene receptor 2,GPCR,5.44,False,481.51199999999994,4.671582699000001,True,6,2,0,1,123.0,9,2,7,5,59,0.0
SLC6A2,inhibitor,phenmetrazine,2.55,Sodium-dependent noradrenaline transporter,Transporter,7.2976,True,177.2429,1.7894362886666664,True,2,0,0,0,21.26,1,1,2,2,28,2.0
PGR,agonist,megestrol acetate,0.2,Progesterone receptor,Receptor,7.192569376253709,True,384.51599999999996,3.723744303,True,2,1,0,1,60.44,2,0,4,4,60,6.0
NR3C1,agonist,megestrol acetate,1.0172222222222222,Glucocorticoid receptor,Receptor,8.057000407,True,384.51599999999996,3.723744303,True,2,1,0,1,60.44,2,0,4,4,60,6.0
SQLE,inhibitor,naftifine,10.0,Squalene monooxygenase,Enzyme,7.192569376253709,True,287.3981,5.238508130333333,False,1,0,0,0,3.24,5,0,1,3,43,0.0
HTR1A,antagonist,dihydroergocristine,0.11,5-hydroxytryptamine receptor 1A,GPCR,9.385102783999999,True,611.743,3.827820328867739,False,4,1,0,1,118.21,5,3,6,8,86,7.0
ADRA1A,other,dihydroergocristine,0.09,Alpha-1A adrenergic receptor,GPCR,7.192569376253709,True,611.743,3.827820328867739,False,4,1,0,1,118.21,5,3,6,8,86,7.0
GPR35,agonist,lodoxamide,3.34,G-protein coupled receptor 35,GPCR,8.79317378997803,True,311.63,0.8279957053333333,True,0,0,0,0,150.0,2,4,5,1,27,0.0
SLC18A2,inhibitor,valbenazine,1.67,Synaptic vesicular amine transporter,Transporter,8.52287864685059,True,418.57800000000003,3.645750237666666,True,1,3,0,0,74.02,7,1,6,3,68,4.0
ADRB2,other,bopindolol,0.4,Beta-2 adrenergic receptor,GPCR,9.65,False,380.48,4.668419005666666,True,5,1,0,0,63.35,7,2,4,3,56,1.0
ADRB1,other,bopindolol,0.53,Beta-1 adrenergic receptor,GPCR,9.51,False,380.48,4.668419005666666,True,5,1,0,0,63.35,7,2,4,3,56,1.0
OPRM1,agonist,tapentadol,0.22,Mu-type opioid receptor,GPCR,7.0177288055419895,True,221.3385,2.9585336273557528,True,6,5,0,0,23.47,5,1,2,1,39,2.0
SLC6A2,inhibitor,tapentadol,0.32,Sodium-dependent noradrenaline transporter,Transporter,6.318758964538572,True,221.3385,2.9585336273557528,True,6,5,0,0,23.47,5,1,2,1,39,2.0
ADRA2A,antagonist,tiapride,0.14,Alpha-2A adrenergic receptor,GPCR,6.108462542000001,False,328.42699999999996,0.4624598843333341,True,5,0,0,0,75.71,8,1,5,1,46,0.0
DRD3,inhibitor,tiapride,0.19,D(3) dopamine receptor,GPCR,6.755865573883059,False,328.42699999999996,0.4624598843333341,True,5,0,0,0,75.71,8,1,5,1,46,0.0
HRH1,antagonist,methdilazine,3.09,Histamine H1 receptor,GPCR,7.192569376253709,True,296.43,3.936746242333333,True,1,0,0,0,6.48,2,0,3,4,41,1.0
CHRM4,antagonist,procyclidine,1.25,Muscarinic acetylcholine receptor M4,GPCR,8.1549015045166,True,287.4397,3.7881168286666655,True,4,0,0,0,23.47,5,1,2,3,50,1.0
CHRM3,antagonist,procyclidine,0.25,Muscarinic acetylcholine receptor M3,GPCR,7.906578540801999,True,287.4397,3.7881168286666655,True,4,0,0,0,23.47,5,1,2,3,50,1.0
CHRM2,antagonist,procyclidine,0.85,Muscarinic acetylcholine receptor M2,GPCR,7.602059841156008,True,287.4397,3.7881168286666655,True,4,0,0,0,23.47,5,1,2,3,50,1.0
NR3C1,agonist,mometasone furoate,0.07,Glucocorticoid receptor,Receptor,7.192569376253709,True,521.429,5.055208110333334,False,2,3,0,0,93.81,4,1,6,5,65,8.0
DRD1,antagonist,thiothixene,0.15,D(1A) dopamine receptor,GPCR,7.2924299240112305,True,443.625,3.3624241666666657,True,3,2,1,1,43.86,5,0,5,4,59,0.0
HTR2A,antagonist,thiothixene,0.25,5-hydroxytryptamine receptor 2A,GPCR,7.3,True,443.625,3.3624241666666657,True,3,2,1,1,43.86,5,0,5,4,59,0.0
DRD2,antagonist,thiothixene,0.46,D(2) dopamine receptor,GPCR,9.34678745269775,True,443.625,3.3624241666666657,True,3,2,1,1,43.86,5,0,5,4,59,0.0
HRH1,antagonist,thiothixene,0.05,Histamine H1 receptor,GPCR,8.4,True,443.625,3.3624241666666657,True,3,2,1,1,43.86,5,0,5,4,59,0.0
HTR2A,antagonist,pipamperone,0.07,5-hydroxytryptamine receptor 2A,GPCR,8.3,False,375.48800000000006,1.8671278030000005,True,8,0,0,0,66.64,7,1,4,3,57,0.0
HRH1,antagonist,pipamperone,0.03,Histamine H1 receptor,GPCR,5.6,False,375.48800000000006,1.8671278030000005,True,8,0,0,0,66.64,7,1,4,3,57,0.0
HTR1B,antagonist,pipamperone,0.06,5-hydroxytryptamine receptor 1B,GPCR,6.2,False,375.48800000000006,1.8671278030000005,True,8,0,0,0,66.64,7,1,4,3,57,0.0
HTR1D,antagonist,pipamperone,0.07,5-hydroxytryptamine receptor 1D,GPCR,6.8,False,375.48800000000006,1.8671278030000005,True,8,0,0,0,66.64,7,1,4,3,57,0.0
ADRA2A,antagonist,pipamperone,0.07,Alpha-2A adrenergic receptor,GPCR,6.06550168991089,False,375.48800000000006,1.8671278030000005,True,8,0,0,0,66.64,7,1,4,3,57,0.0
DRD2,antagonist,pipamperone,0.05,D(2) dopamine receptor,GPCR,6.93971300125122,False,375.48800000000006,1.8671278030000005,True,8,0,0,0,66.64,7,1,4,3,57,0.0
HTR1A,antagonist,pipamperone,0.03,5-hydroxytryptamine receptor 1A,GPCR,5.6,False,375.48800000000006,1.8671278030000005,True,8,0,0,0,66.64,7,1,4,3,57,0.0
SLC6A2,inhibitor,viloxazine,1.46,Sodium-dependent noradrenaline transporter,Transporter,6.81,True,237.299,1.4915744426666662,True,1,1,0,0,39.72,5,1,4,2,36,1.0
ACE,inhibitor,imidapril,0.2,Angiotensin-converting enzyme,Enzyme,5.0,False,405.4449,-0.23491832682730185,True,0,0,0,0,116.25,9,2,6,2,56,3.0
PPARA,agonist,fenofibrate,0.3,Peroxisome proliferator-activated receptor alpha,Receptor,6.0,True,360.83099999999996,5.277762736000001,False,3,11,1,1,52.6,6,0,4,2,46,0.0
S100P,antagonist,cromoglicic acid,1.0172222222222222,Protein S100-P,Other,7.192569376253709,True,468.3665,1.4770116999999996,False,1,0,0,0,150.0,8,3,9,4,50,0.0
SLC6A3,inhibitor,dexmethylphenidate,3.46,Sodium-dependent dopamine transporter,Transporter,7.8,True,233.3062,2.254935081666666,True,3,1,0,0,38.33,3,1,3,2,36,2.0
SLC6A2,inhibitor,dexmethylphenidate,2.91,Sodium-dependent noradrenaline transporter,Transporter,7.192569376253709,True,233.3062,2.254935081666666,True,3,1,0,0,38.33,3,1,3,2,36,2.0
CHRM1,antagonist,pirenzepine,0.32,Muscarinic acetylcholine receptor M1,GPCR,7.68,True,351.4023,0.8524512625648508,True,1,0,0,0,68.78,2,1,5,4,47,0.0
CHRM5,antagonist,pirenzepine,0.08,Muscarinic acetylcholine receptor M5,GPCR,6.55,True,351.4023,0.8524512625648508,True,1,0,0,0,68.78,2,1,5,4,47,0.0
CHRM3,antagonist,pirenzepine,0.05,Muscarinic acetylcholine receptor M3,GPCR,6.61,True,351.4023,0.8524512625648508,True,1,0,0,0,68.78,2,1,5,4,47,0.0
CHRM4,antagonist,pirenzepine,0.09,Muscarinic acetylcholine receptor M4,GPCR,7.12,True,351.4023,0.8524512625648508,True,1,0,0,0,68.78,2,1,5,4,47,0.0
CHRM2,antagonist,pirenzepine,0.06,Muscarinic acetylcholine receptor M2,GPCR,6.76,True,351.4023,0.8524512625648508,True,1,0,0,0,68.78,2,1,5,4,47,0.0
SLC5A2,inhibitor,canagliflozin,5.05,Sodium/glucose cotransporter 2,Transporter,8.657577499999999,True,444.51599999999996,3.5206550853333343,True,1,3,1,3,90.15,5,4,6,4,56,5.0
SLC5A1,inhibitor,canagliflozin,2.91,Sodium/glucose cotransporter 1,Transporter,5.72,True,444.51599999999996,3.5206550853333343,True,1,3,1,3,90.15,5,4,6,4,56,5.0
,other,edetic acid,1.0172222222222222,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Other,4.13,True,292.2426,-4.924670289588847,True,3,3,0,0,150.0,10,4,6,0,36,0.0
NR3C1,agonist,fluorometholone,1.36,Glucocorticoid receptor,Receptor,8.801342913,True,376.4617,2.4208639956666667,True,1,2,1,0,74.6,1,2,4,4,56,8.0
OPRM1,agonist,dextropropoxyphene,0.78,Mu-type opioid receptor,GPCR,7.192569376253709,True,339.4712,4.902155232666666,True,4,2,0,0,29.54,8,0,3,2,54,2.0
PTGS2,inhibitor,valdecoxib,1.73,Prostaglandin G/H synthase 2,Enzyme,8.3,True,314.3590000000001,2.8236843580000004,True,3,3,0,0,86.19,3,1,4,3,36,0.0
CA2,inhibitor,valdecoxib,0.38,Carbonic anhydrase,Other,5.24,True,314.3590000000001,2.8236843580000004,True,3,3,0,0,86.19,3,1,4,3,36,0.0
CA3,inhibitor,valdecoxib,2.03,Carbonic anhydrase 3,Enzyme,4.11,True,314.3590000000001,2.8236843580000004,True,3,3,0,0,86.19,3,1,4,3,36,0.0
CHRM1,antagonist,biperiden,0.64,Muscarinic acetylcholine receptor M1,GPCR,9.32,True,311.4611,3.5365074619999994,True,1,1,0,0,23.47,5,1,2,4,52,4.0
CHRM2,antagonist,biperiden,0.07,Muscarinic acetylcholine receptor M2,GPCR,8.2,True,311.4611,3.5365074619999994,True,1,1,0,0,23.47,5,1,2,4,52,4.0
CHRM5,antagonist,biperiden,0.1,Muscarinic acetylcholine receptor M5,GPCR,8.20065975189209,True,311.4611,3.5365074619999994,True,1,1,0,0,23.47,5,1,2,4,52,4.0
CHRM4,antagonist,biperiden,0.1,Muscarinic acetylcholine receptor M4,GPCR,8.62,True,311.4611,3.5365074619999994,True,1,1,0,0,23.47,5,1,2,4,52,4.0
CHRM3,antagonist,biperiden,0.06,Muscarinic acetylcholine receptor M3,GPCR,8.41,True,311.4611,3.5365074619999994,True,1,1,0,0,23.47,5,1,2,4,52,4.0
ESR1,agonist,estradiol cypionate,0.11,Estrogen receptor,Receptor,7.192569376253709,True,396.5622,6.488730439333335,False,10,10,2,6,46.53,4,1,3,5,65,5.0
MAOA,inhibitor,linezolid,0.17,Amine oxidase [flavin-containing] A,Enzyme,5.1,True,337.3461,0.6366636523333332,True,1,2,0,0,71.11,4,1,5,3,44,1.0
MAOB,inhibitor,linezolid,0.12,Amine oxidase [flavin-containing] B,Enzyme,4.5,True,337.3461,0.6366636523333332,True,1,2,0,0,71.11,4,1,5,3,44,1.0
ESR1,agonist,dienestrol,0.37,Estrogen receptor,Receptor,4.88,True,266.34,4.8319610913333335,True,2,0,0,0,40.46,3,2,2,2,38,0.0
SLC22A12,inhibitor,lesinurad,9.47,Solute carrier family 22 member 12,Transporter,5.136677265167241,True,404.28,4.089902325,True,2,2,0,0,68.01,5,1,5,4,38,0.0
SLC22A11,inhibitor,lesinurad,2.71,Solute carrier family 22 member 11,Transporter,5.43179845809937,True,404.28,4.089902325,True,2,2,0,0,68.01,5,1,5,4,38,0.0
CYP19A1,inhibitor,aminoglutethimide,3.04,Aromatase,Enzyme,5.11,True,232.2783,1.2995443679999998,True,2,2,0,0,72.19,2,2,3,2,33,1.0
ADRB2,agonist,procaterol,1.91,Beta-2 adrenergic receptor,GPCR,8.43,True,290.3575,0.8841294780789967,True,1,0,0,0,85.35,5,4,4,2,43,2.0
F10,antagonist,rivaroxaban,3.44,Coagulation factor X,Enzyme,9.4,True,435.881,1.8976447186666672,True,1,3,0,2,88.18,5,1,6,4,47,1.0
HTR3A,antagonist,ondansetron,1.25,5-hydroxytryptamine receptor 3A,Ion channel,7.8,True,293.363,2.3499651703333324,True,5,7,0,0,39.82,2,0,4,4,41,1.0
AR,agonist,oxymetholone,0.03,Androgen receptor,Receptor,7.192569376253709,True,332.4840000000001,3.5527294793333324,True,2,7,2,0,57.53,1,2,3,4,56,7.0
VKORC1,inhibitor,dicoumarol,6.46,Vitamin K epoxide reductase complex subunit 1,Enzyme,5.5086383819580105,True,336.295,-1.5927893718444857,True,3,3,1,0,100.88,2,2,6,4,37,0.0
CHRM3,agonist,methacholine,1.02,Muscarinic acetylcholine receptor M3,GPCR,7.192569376253709,True,160.234,-3.804568727805079,True,1,0,0,0,26.3,3,0,2,0,29,1.0
CHRM2,antagonist,dimetindene,0.47,Muscarinic acetylcholine receptor M2,GPCR,7.35,True,292.418,3.7387046103333343,True,2,0,0,0,16.13,5,0,2,3,46,1.0
HRH1,antagonist,dimetindene,0.62,Histamine H1 receptor,GPCR,9.16,True,292.418,3.7387046103333343,True,2,0,0,0,16.13,5,0,2,3,46,1.0
AGTR1,antagonist,eprosartan,10.0,Type-1 angiotensin II receptor,GPCR,8.7,True,424.51300000000003,3.7972303935904312,True,1,0,0,1,92.42,10,2,5,3,54,0.0
ABCA1,inhibitor,probucol,10.0,ATP-binding cassette sub-family A member 1,Transporter,7.192569376253709,True,516.842,10.569524170333334,False,2,0,0,0,40.46,4,2,4,2,83,0.0
TPO,inhibitor,carbimazole,10.0,Thyroid peroxidase,Enzyme,7.192569376253709,True,186.232,1.3485111993333334,True,1,1,0,0,36.16,1,0,5,1,22,0.0
RAC1,other,azathioprine,0.44,Ras-related C3 botulinum toxin substrate 1,Other,7.192569376253709,True,277.263,1.173143957666667,True,1,12,1,4,115.42,3,1,8,3,26,0.0
IKBKE,inhibitor,amlexanox,0.24,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Kinase,6.0,True,298.2934,3.654548958,True,4,0,0,0,106.42,2,2,5,3,36,0.0
TBK1,inhibitor,amlexanox,0.32,Serine/threonine-protein kinase TBK1,Kinase,6.0,True,298.2934,3.654548958,True,4,0,0,0,106.42,2,2,5,3,36,0.0
DRD2,antagonist,etoperidone,0.09,D(2) dopamine receptor,GPCR,5.6382722854614284,False,377.92,3.3657262419999987,True,6,0,0,3,46.3,7,0,6,3,54,0.0
OPRM1,agonist,methadone,0.13,Mu-type opioid receptor,GPCR,8.78,True,309.4452,5.007171635333333,False,8,10,2,1,20.31,7,0,2,2,50,1.0
KCNH2,inhibitor,halofantrine,0.61,Potassium voltage-gated channel subfamily H member 2,Ion channel,5.12,True,500.42400000000004,8.056956757,False,3,4,0,0,23.47,10,1,2,3,63,1.0
HCAR2,agonist,acipimox,7.1,Hydroxycarboxylic acid receptor 2,GPCR,5.6,True,154.125,-2.521175933019461,True,0,0,0,0,77.13,1,1,3,1,17,0.0
SQLE,inhibitor,terbinafine,10.0,Squalene monooxygenase,Enzyme,7.52,True,291.4299,5.527483033666665,False,2,7,2,1,3.24,4,0,1,2,47,0.0
OPRM1,agonist,fentanyl,0.18,Mu-type opioid receptor,GPCR,9.0014,True,336.4705,3.815498548333333,True,4,2,2,1,23.55,6,0,2,3,53,0.0
OPRK1,agonist,fentanyl,0.06,Kappa-type opioid receptor,GPCR,6.71,True,336.4705,3.815498548333333,True,4,2,2,1,23.55,6,0,2,3,53,0.0
SLC12A3,inhibitor,hydroflumethiazide,0.29,Solute carrier family 12 member 3,Transporter,7.37,True,331.292,-0.301813971,True,9,0,1,2,118.36,1,3,5,2,28,0.0
HRH1,antagonist,bilastine,0.62,Histamine H1 receptor,GPCR,7.1938199996948216,True,463.62199999999996,2.409230745583987,True,1,0,0,3,67.59,10,1,5,4,71,0.0
ABL1,antagonist,radotinib,1.51,Tyrosine-protein kinase ABL1,Kinase,7.514278411865232,False,530.515,4.529717749666665,False,1,0,0,0,110.51,6,2,8,5,60,0.0
MAOA,inhibitor,pargyline,4.23,Amine oxidase [flavin-containing] A,Enzyme,5.47,True,159.2276,2.142725628999999,True,2,0,0,0,3.24,3,0,1,1,25,0.0
MAOB,inhibitor,pargyline,7.52,Amine oxidase [flavin-containing] B,Enzyme,5.74,True,159.2276,2.142725628999999,True,2,0,0,0,3.24,3,0,1,1,25,0.0
SLC6A4,inhibitor,mazindol,0.21,Sodium-dependent serotonin transporter,Transporter,7.3,True,284.74,3.4352790006666662,True,4,0,0,0,35.83,1,1,3,4,33,1.0
SLC6A2,inhibitor,mazindol,0.97,Sodium-dependent noradrenaline transporter,Transporter,9.3,True,284.74,3.4352790006666662,True,4,0,0,0,35.83,1,1,3,4,33,1.0
SLC6A3,inhibitor,mazindol,1.27,Sodium-dependent dopamine transporter,Transporter,8.0,True,284.74,3.4352790006666662,True,4,0,0,0,35.83,1,1,3,4,33,1.0
PDE11A,inhibitor,tadalafil,10.0,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",Enzyme,7.48,True,389.404,1.6393403350000002,True,2,2,0,0,74.87,1,1,4,6,48,2.0
PDE5A,inhibitor,tadalafil,6.84,"cGMP-specific 3',5'-cyclic phosphodiesterase",Enzyme,8.0,True,389.404,1.6393403350000002,True,2,2,0,0,74.87,1,1,4,6,48,2.0
PDE3A,inhibitor,enoximone,3.98,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",Enzyme,5.3449,True,248.301,1.844280216,True,1,0,0,0,65.72,3,2,3,2,29,0.0
TACR1,antagonist,netupitant,2.91,Substance-P receptor,GPCR,9.022275924682619,True,578.6030000000002,7.256654907333332,False,1,4,0,1,39.68,5,0,4,4,73,0.0
DRD2,antagonist,bromopride,0.55,D(2) dopamine receptor,GPCR,7.85,False,344.24699999999996,1.5619780133333332,True,1,0,0,0,67.59,7,2,4,1,42,0.0
HRH1,antagonist,acrivastine,0.93,Histamine H1 receptor,GPCR,7.16,True,348.4382,1.710666395404386,True,1,0,0,0,53.43,6,1,3,3,50,0.0
ADRB2,agonist,isoprenaline,0.21,Beta-2 adrenergic receptor,GPCR,6.87,True,211.2576,0.2402056821478119,True,9,1,0,0,72.72,4,4,4,1,32,1.0
ADRB1,agonist,isoprenaline,0.16,Beta-1 adrenergic receptor,GPCR,9.0,True,211.2576,0.2402056821478119,True,9,1,0,0,72.72,4,4,4,1,32,1.0
ADRB3,agonist,isoprenaline,0.13,Beta-3 adrenergic receptor,GPCR,8.5,True,211.2576,0.2402056821478119,True,9,1,0,0,72.72,4,4,4,1,32,1.0
DPP4,inhibitor,linagliptin,2.45,Dipeptidyl peptidase 4,Enzyme,10.0,True,472.5422,2.8026328140000007,True,1,1,0,4,116.86,4,1,10,5,63,1.0
P4HA1,other,ascorbic acid,1.0172222222222222,Prolyl 4-hydroxylase subunit alpha-1,Enzyme,7.192569376253709,True,176.1241,-1.9135588756666668,True,24,1,1,5,107.22,2,4,6,1,20,2.0
PLOD1,other,ascorbic acid,1.0172222222222222,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Enzyme,7.192569376253709,True,176.1241,-1.9135588756666668,True,24,1,1,5,107.22,2,4,6,1,20,2.0
DHODH,inhibitor,atovaquone,9.04,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Enzyme,5.03,True,366.837,4.997646357666667,True,3,2,0,1,54.37,2,1,3,4,45,2.0
TRPM8,other,levomenthol,6.99,Transient receptor potential cation channel subfamily M member 8,Ion channel,4.6,True,156.2652,2.6642731470000007,True,5,1,0,0,20.23,1,1,1,1,31,3.0
TRPA1,other,levomenthol,1.67,Transient receptor potential cation channel subfamily A member 1,Ion channel,4.5,True,156.2652,2.6642731470000007,True,5,1,0,0,20.23,1,1,1,1,31,3.0
PTGER4,agonist,misoprostol,3.31,Prostaglandin E2 receptor EP4 subtype,GPCR,7.6,True,382.5341,3.857755057999998,True,4,0,0,0,83.83,10,2,5,1,65,4.0
PTGER2,agonist,misoprostol,3.34,Prostaglandin E2 receptor EP2 subtype,GPCR,7.5,True,382.5341,3.857755057999998,True,4,0,0,0,83.83,10,2,5,1,65,4.0
MPL,agonist,lusutrombopag,5.16,Thrombopoietin receptor,Receptor,7.0757207139,True,591.54,8.555446220666669,False,1,1,0,2,97.75,10,2,6,3,71,1.0
ADRB2,antagonist,bisoprolol,0.69,Beta-2 adrenergic receptor,GPCR,5.94,True,325.443,2.19640338,True,2,1,0,1,59.95,10,2,5,1,54,1.0
CACNA1D,inhibitor,nilvadipine,0.48,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,7.192569376253709,True,385.3707,2.2390465833333333,True,6,5,0,0,131.56,5,1,8,2,47,1.0
CACNA1C,inhibitor,nilvadipine,0.42,Voltage-dependent L-type calcium channel subunit alpha-1C,Ion channel,7.192569376253709,True,385.3707,2.2390465833333333,True,6,5,0,0,131.56,5,1,8,2,47,1.0
PTGS2,antagonist,alclofenac,0.46,Prostaglandin G/H synthase 2,Enzyme,7.192569376253709,True,226.66,2.788617339333333,True,1,0,0,0,46.53,5,1,2,1,26,0.0
PTGS1,inhibitor,diethylcarbamazine,0.52,Prostaglandin G/H synthase 1,Enzyme,7.192569376253709,True,199.2932,0.0916058893333325,True,2,1,0,0,26.79,2,0,2,1,35,0.0
ALOX5,inhibitor,diethylcarbamazine,5.98,Arachidonate 5-lipoxygenase,Enzyme,7.192569376253709,True,199.2932,0.0916058893333325,True,2,1,0,0,26.79,2,0,2,1,35,0.0
HTR1D,agonist,rizatriptan,2.37,5-hydroxytryptamine receptor 1D,GPCR,7.9,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0.0
HTR1A,agonist,rizatriptan,0.08,5-hydroxytryptamine receptor 1A,GPCR,6.85,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0.0
HTR1B,agonist,rizatriptan,1.62,5-hydroxytryptamine receptor 1B,GPCR,6.9,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0.0
HTR1F,agonist,rizatriptan,2.65,5-hydroxytryptamine receptor 1F,GPCR,6.8,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0.0
HTR1E,agonist,rizatriptan,0.32,5-hydroxytryptamine receptor 1E,GPCR,6.8,True,269.3449,1.7678793143333331,True,3,1,0,0,49.74,5,1,4,3,39,0.0
CDK4,inhibitor,abemaciclib,0.98,Cyclin-dependent kinase 4,Kinase,9.22184875,True,506.606,4.415418176,False,2,6,2,5,75.0,10,1,8,5,69,0.0
CDK6,inhibitor,abemaciclib,1.28,Cyclin-dependent kinase 6,Kinase,8.619788758,True,506.606,4.415418176,False,2,6,2,5,75.0,10,1,8,5,69,0.0
VKORC1,inhibitor,warfarin,10.0,Vitamin K epoxide reductase complex subunit 1,Enzyme,7.0,True,308.3279,2.7447073623333327,True,2,6,2,0,67.51,4,1,4,3,39,1.0
F2,inhibitor,dabigatran etexilate,1.0172222222222222,Prothrombin,Enzyme,8.35,True,627.7332,4.5933327319999995,False,1,6,0,1,150.0,10,2,9,4,87,0.0
CYP11B1,inhibitor,metyrapone,10.0,"Cytochrome P450 11B1, mitochondrial",Enzyme,7.84,True,226.2738,2.028888880666667,True,2,5,0,1,42.85,3,0,3,2,31,0.0
HRH3,antagonist,pitolisant,1.41,Histamine H3 receptor,GPCR,9.79588031768799,True,295.85,4.115267491666666,True,2,4,2,1,12.47,8,0,2,2,46,0.0
HRH1,antagonist,pitolisant,0.05,Histamine H1 receptor,GPCR,5.94000005722046,True,295.85,4.115267491666666,True,2,4,2,1,12.47,8,0,2,2,46,0.0
OPRM1,antagonist,naldemedine,0.39,Mu-type opioid receptor,GPCR,7.192569376253709,True,570.646,2.425656088235664,False,3,2,0,1,141.18,6,4,9,8,76,4.0
CHRM5,antagonist,trihexyphenidyl,0.29,Muscarinic acetylcholine receptor M5,GPCR,7.99,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,1.0
CHRM4,antagonist,trihexyphenidyl,0.3,Muscarinic acetylcholine receptor M4,GPCR,8.17,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,1.0
CHRM1,antagonist,trihexyphenidyl,0.69,Muscarinic acetylcholine receptor M1,GPCR,8.89,True,301.4662,4.232685493666667,True,5,0,1,0,23.47,5,1,2,3,53,1.0
